frequency,place,observation_date,modulation,type_signal,radio_service,affiliation,call_sign
6.9000,Саратов,14 августа 2010,USB,Голос,иное (см. комментарий),MI6,"мелодия ""Lincolnshire Poacher"""
8.4640,Саратов,14 августа 2010,USB,Голос,иное (см. комментарий),MI6,"мелодия ""Lincolnshire Poacher"""
5.4220,Саратов,14 августа 2010,USB,Голос,иное (см. комментарий),MI6,"мелодия ""Lincolnshire Poacher"""
5.7460,Саратов,14 августа 2010,USB,Голос,иное (см. комментарий),MI6,"мелодия ""Lincolnshire Poacher"""
9.2510,Саратов,14 августа 2010,USB,Голос,иное (см. комментарий),MI6,"мелодия ""Lincolnshire Poacher"""
7.3370,Саратов,14 августа 2010,USB,Голос,иное (см. комментарий),MI6,"мелодия ""Lincolnshire Poacher"""
8.4860,Саратов,14 августа 2010,USB,Голос,иное (см. комментарий),MI6,"мелодия ""Lincolnshire Poacher"""
6.9590,Саратов,14 августа 2010,USB,Голос,иное (см. комментарий),MI6,"мелодия ""Lincolnshire Poacher"""
13.3750,Саратов,14 августа 2009,USB,Голос,иное (см. комментарий),MI6,"мелодия ""Lincolnshire Poacher"""
11.5450,Саратов,14 августа 2010,USB,Голос,иное (см. комментарий),MI6,"мелодия ""Lincolnshire Poacher"""
12.6030,Саратов,14 августа 2010,USB,Голос,иное (см. комментарий),MI6,"мелодия ""Lincolnshire Poacher"""
10.4260,Саратов,14 августа 2010,USB,Голос,иное (см. комментарий),MI6,"мелодия ""Lincolnshire Poacher"""
14.4870,Саратов,14 августа 2010,USB,Голос,иное (см. комментарий),MI6,"мелодия ""Lincolnshire Poacher"""
17.5750,Московская обл.,22 июля 2006,AM,Голос,Радиовещательная,Радио Китая (на русск. яз.),
118.9000,Петрозаводск,13 августа 2006,AM,Голос,Воздушная подвижная,Воздушные патрули пожарной охраны Карелии.,Пилот
162.4000,Петрозаводск,13 августа 2006,NFM,Голос + CTCSS,Сухопутная подвижная,Предположительно Автодор.,Имя-отчество
7.7720,Саратов,13 августа 2006,CW,Morse,иное (см. комментарий),неизвестно,"трёхзначные префиксы, периодически меняются"
7.7220,Саратов,13 августа 2006,CW,Morse,иное (см. комментарий),неизвестно,"""463"", ""584"" - меняется"
133.5000,Южно-Сахалинск,12 августа 2006,AM,Голос,Воздушная подвижная,Аэродром РОСТО,Бирка
27.3125,Макеевка,11 августа 2006,АМ,Голос,Сухопутная подвижная,"Такси ""О-65""","Диспетчер ""99"" и остальные по номерам"
153.9500,Новосибирск,11 августа 2006,NFM,Голос,Сухопутная подвижная,Ж/д Новосибирск-Восточный,
155.2250,Москва,10 августа 2006,NFM,Голос,Сухопутная подвижная,Ж/Д,номера локомотивов
155.3500,Ленинградская обл.,10 августа 2006,NFM,Голос,Сухопутная подвижная,"ЖД. ст. Капитолово, ст. Токсово, ст. Пери.","Капитолово, Токсово, Пери, номера локомотивов, фамилии."
155.3000,Ленинградская обл.,10 августа 2006,NFM,Голос,Сухопутная подвижная,ЖД. ст. Токсово,"Токсово, номера локомотивов, фамилии кондукторов."
151.7000,Ленинградская обл.,6 августа 2006,NFM,Голос,Сухопутная подвижная,"Ж/Д, электричка Петербург-Выборг",
159.7250,Москва,6 августа 2006,NFM,Голос,Сухопутная подвижная,Такси,Оливия
6.5000,Святогорск,6 августа 2006,AM,Голос,иное (см. комментарий),"Израильская разведка ""MOSSAD""","""PCD"""
0.5940,Россия,6 августа 2006,AM,Голос,Радиовещательная,"Радиостанция ""Чечня Свободная""","""Чечня Свободная"""
0.2070,Макеевка,6 августа 2006,AM,Голос,Радиовещательная,Национальная радиокомпания Украины,1-й канал украинского радио
0.1710,везде,6 августа 2012,AM,Голос,Радиовещательная,"Радиостанция ""Чечня Свободная""",
99.7500,Святогорск,6 августа 2006,WFM,Голос,Радиовещательная,ТВ-канал (звуковое сопровождение),
100.3000,Святогорск,6 августа 2006,WFM,Голос,Радиовещательная,"Радиостанция ""Радио 5""",
435.0500,Москва,6 августа 2006,NFM,MPT 1327,Сухопутная подвижная,,
426.4250,Новосибирск,4 августа 2006,NFM,Голос,Сухопутная подвижная,такси,Бамбук
426.2500,Новосибирск,4 августа 2006,NFM,Голос,Сухопутная подвижная,такси,Бамбук
157.3000,Новосибирск,3 августа 2006,NFM,Голос,Сухопутная подвижная,такси,Диспетчер и по номерам
157.1500,Новосибирск,3 августа 2006,NFM,Голос,Сухопутная подвижная,такси,Диспетчер и по номерам
153.1000,Москва,3 августа 2006,NFM,Голос,Сухопутная подвижная,РЖД,"""Подмосковная"", цифровые"
155.7500,Самара,3 августа 2006,NFM,Голос,Сухопутная подвижная,Ж/Д,"Диспетчер, цифровые"
300.2000,Самара,3 августа 2006,NFM,Голос,Речная подвижная,Речфлот,По названиям судов
21.5300,Московская обл.,22 июля 2006,АМ,Голос,Радиовещательная,США,Свобода
17.7300,Московская обл.,22 июля 2006,АМ,Голос,Радиовещательная,США,Свобода
15.1300,Московская обл.,22 июля 2006,АМ,Голос,Радиовещательная,США,Свобода
9.5200,Московская обл.,22 июля 2012,АМ,Голос,Радиовещательная,США,Свобода
6.6490,Московская обл.,22 июля 2006,SSB,Голос,Воздушная подвижная,Aero Caribbean,
